-2.769 0.203 3.793 1.878 27.071 0.461
-2.422 0.263 3.840 1.771 28.494 1.174
-2.797 0.233 3.834 1.959 17.344 0.261
-3.398 1.101 11.589 13.135 15.566 0.543
-3.562 0.981 9.073 9.468 26.038 1.223
-3.624 0.921 8.873 9.118 16.529 0.481
-3.495 0.913 8.538 7.579 14.808 0.422
-3.226 1.037 9.246 10.041 23.262 2.038
-3.704 0.849 9.037 7.333 19.932 0.678
-3.293 1.005 12.050 12.786 16.839 0.594
-3.736 0.844 9.461 8.593 24.597 0.782
-3.475 0.953 8.240 7.340 15.289 0.582
-3.02 1.05 8.911 9.794 13.906 0.717
-3.224 0.894 8.897 9.708 15.384 0.387
-3.557 1.048 9.814 11.034 16.755 0.417
-3.181 0.935 7.368 8.631 18.203 0.822
-3.311 0.991 9.077 9.542 17.660 0.638
-3.629 0.976 9.704 9.938 14.939 0.425
-3.384 1.022 11.336 11.643 24.152 0.938
-3.245 0.987 10.366 10.788 13.555 0.443
-2.977 1.191 12.876 15.469 8.947 0.340
-3.417 0.983 10.513 10.398 16.504 0.450
-3.566 1.039 9.402 10.637 14.885 0.430
-3.466 1.075 11.950 10.905 13.997 0.743
-3.466 0.833 8.599 7.023 19.726 0.964
-3.341 0.983 8.720 7.649 16.884 1.153
-3.221 1.032 8.903 9.379 15.776 0.862
-3.247 0.936 7.579 6.374 20.179 1.721
-3.16 1.029 10.583 12.601 19.320 0.559
-3.395 1.052 11.126 9.983 20.548 1.619
-3.172 0.9 9.287 10.220 8.515 0.160
-3.568 0.9 7.964 7.862 22.059 0.693
-3.354 0.843 8.933 8.143 17.782 0.692
-3.28 0.943 6.926 6.733 15.972 0.998
-3.111 1.007 8.725 9.170 16.900 1.301
-3.232 0.981 8.223 9.966 15.156 0.674
-3.344 0.956 8.601 9.201 13.373 0.481
-3.12 1.041 9.286 10.725 15.716 0.766
-3.007 1.012 9.185 9.946 15.647 0.962
-3.707 0.894 10.799 9.722 19.995 0.824
-3.763 0.818 9.077 8.305 18.932 0.461
-3.222 0.86 8.841 9.931 19.201 0.477
-2.765 0.821 6.098 4.977 29.430 4.061
-3.197 0.797 5.932 4.929 31.577 2.457
-3.51 0.976 10.396 9.188 29.684 2.156
-3.394 0.921 9.050 9.447 15.901 0.529
-3.079 1.118 10.342 12.112 25.192 1.048
-3.005 0.842 8.885 7.381 14.295 0.895
-3.201 0.678 6.212 4.729 25.709 1.272
-3.119 0.915 9.051 9.683 19.275 0.894
-3.184 0.96 6.777 6.915 19.680 1.245
-3.144 0.998 9.242 9.945 19.352 1.114
-3.32 0.824 6.399 5.216 39.563 3.332
-3.193 0.737 7.088 5.226 17.364 1.093
-3.124 0.899 10.083 9.509 17.381 1.138
-3.406 1.027 10.009 11.530 17.754 0.572
-3.136 0.99 9.570 10.389 18.183 0.936
-3.565 0.809 8.280 7.068 16.535 0.497
-3.783 0.822 9.395 8.254 15.113 0.257
-3.275 1.11 9.895 9.930 13.145 0.766
-3.475 0.87 7.968 7.756 22.663 1.084
-3.743 0.85 9.614 8.762 17.152 0.465
-3.419 0.914 10.303 10.612 22.634 0.798
-2.928 0.79 6.719 5.564 17.571 1.430
-3.072 1.048 8.929 9.300 13.267 0.682
-3.403 1.011 11.104 11.404 12.823 0.467
-3.039 0.867 7.652 7.961 14.018 0.640
-3.691 0.914 11.097 10.569 14.522 0.324
-2.636 0.677 5.455 3.904 28.627 3.455
-3.751 0.854 9.388 8.904 20.356 0.429
-3.194 1.05 8.147 9.510 20.048 0.711
-3.026 1.029 8.170 9.148 14.404 0.822
-3.573 0.846 6.158 4.881 31.616 2.212
-3.332 1.04 10.883 11.937 13.103 0.587
-3.618 0.97 9.336 8.462 20.788 1.050
-3.265 0.948 7.007 8.455 21.286 1.123
-3.034 1.008 11.851 11.009 14.278 0.800
-3.241 0.981 10.485 10.943 6.289 0.167
-3.157 1.015 9.326 10.979 8.849 0.248
-3.635 0.814 6.373 5.190 30.724 1.569
-2.872 1.028 10.557 11.369 11.616 0.739
-3.235 0.975 10.484 10.970 13.069 0.514
-2.578 1.015 8.570 8.353 11.447 1.790
-3.129 1.137 9.995 12.273 20.676 1.493
-3.253 0.946 8.685 8.980 16.585 1.042
-3.256 0.912 9.147 9.846 14.445 0.431
-3.282 0.986 9.360 10.613 14.021 0.545
-3.291 0.927 9.011 8.624 17.274 0.937
-2.6 0.913 7.447 6.276 16.563 2.610
-3.334 0.906 8.149 7.990 16.362 0.625
-2.997 0.959 7.042 8.365 15.510 0.885
-2.734 0.902 8.572 7.578 10.709 1.004
-3.094 1.033 9.075 10.559 15.662 1.281
-3.234 0.809 6.247 6.220 16.795 0.808
-3.499 1.013 11.338 10.274 17.683 1.010
-2.977 1.057 10.280 11.047 14.748 0.976
-3.296 0.947 8.968 9.442 15.637 0.539
-3.591 1.006 8.203 8.663 21.853 1.155
-3.129 1.109 9.547 10.311 11.280 0.696
-2.997 1.066 9.965 12.138 17.987 0.888
-3.807 0.767 8.915 7.224 17.579 0.372
-3.213 0.988 9.650 9.799 19.784 1.037
-3.071 1.105 9.761 10.407 24.116 1.764
-3.005 1.049 10.060 11.702 13.136 0.345
-3.215 1.02 9.324 10.310 16.649 0.681
-2.984 0.729 6.379 5.022 21.926 1.745
-3.483 1.012 9.352 10.229 17.449 0.429
-3.335 0.797 7.342 6.769 20.125 0.809
-3.161 1.046 7.027 7.911 13.699 0.738
-3.614 0.925 10.911 11.395 20.719 0.556
-3.276 0.874 9.241 9.529 22.018 1.262
-3.332 1.12 10.673 11.080 13.197 0.800
-2.805 0.939 7.135 7.824 13.768 1.005
-3.238 0.873 7.717 7.152 15.982 0.856
-3.495 0.98 10.490 9.963 12.758 0.449
-3.361 0.943 10.903 11.013 22.758 0.906
-3.343 0.912 10.580 11.856 18.459 0.631
-3.796 0.805 6.240 5.240 24.838 1.121
-3.7 0.893 10.423 10.403 26.834 0.861
-3.229 0.883 10.275 11.517 19.768 0.608
-2.937 1.2 11.560 13.370 28.209 2.940
-3.312 0.888 9.596 10.230 21.121 0.859
-3.437 0.924 8.212 7.335 17.565 0.938
-3.599 0.861 11.167 9.597 19.437 0.568
-3.522 0.957 12.787 11.700 18.423 0.787
-3.158 0.923 9.936 8.875 14.067 0.804
-3.749 0.855 7.604 7.146 22.285 0.837
-3.422 0.923 7.401 6.554 18.508 1.209
-2.914 1.043 9.518 12.365 24.058 1.559
-2.699 0.924 6.576 6.962 14.296 1.362
-1.928 0.694 7.725 6.070 11.233 1.894
-3.184 0.912 6.147 5.431 32.889 3.281
-3.408 0.822 6.789 6.616 21.734 0.842
-3.396 0.859 6.394 6.103 20.081 0.911
-2.529 0.813 6.739 5.299 14.789 2.054
-3.222 1.004 10.190 11.875 16.271 0.433
-3.602 1.003 11.300 11.228 10.392 0.320
-3.308 0.856 7.083 6.258 18.763 1.198
-3.247 0.961 10.389 10.956 17.694 0.863
-3.104 0.863 8.674 8.153 14.711 0.806
-3.003 1.083 8.463 10.792 17.392 0.884
-3.339 0.985 10.864 12.961 18.184 0.782
-2.519 0.876 6.999 7.104 12.730 1.028
-3.351 0.929 8.367 9.094 19.471 0.799
-2.819 1.01 7.930 9.487 15.197 1.127
-3.125 0.937 8.821 8.744 18.357 1.340
-3.001 0.952 8.103 8.614 19.818 1.165
-3.502 0.976 9.461 9.359 17.048 0.735
-3.516 0.823 8.349 6.674 19.949 1.137
-3.111 0.962 9.771 9.483 11.990 0.568
-3.3 0.918 8.480 8.986 12.774 0.419
-3.019 0.876 7.613 6.082 17.784 1.760
-3.738 0.867 9.106 9.287 12.727 0.331
-2.86 0.804 6.904 5.512 21.604 2.042
-3.328 0.868 7.910 7.048 15.159 0.674
-3.262 0.995 10.374 10.022 20.534 1.478
-3.076 1.086 10.263 12.521 24.685 1.885
-3.465 0.966 10.762 11.474 27.017 0.931
-3.317 0.954 9.641 9.450 21.787 1.294
-3.246 1.01 9.361 9.942 23.433 1.319
-3.097 0.993 9.249 11.271 20.435 0.636
-3.183 0.988 8.707 10.024 21.984 1.229
-2.865 1.025 11.036 11.361 13.702 0.839
-3.205 0.95 9.190 10.883 14.821 0.543
-3.118 0.939 8.709 9.882 12.580 0.463
-3.826 0.779 7.142 7.230 26.887 0.624
-3.72 0.885 6.833 8.757 22.952 0.295
-3.623 0.936 10.082 9.271 20.249 0.800
-2.874 0.991 7.761 7.835 9.696 0.503
-2.964 1.026 10.035 10.981 18.056 1.526
-3.017 0.952 8.177 9.243 14.978 0.672
-3.398 0.815 8.196 6.541 11.368 0.459
-3.915 0.69 8.325 7.728 22.137 0.287
-3.51 1.058 11.692 12.232 15.105 0.426
-3.486 0.922 7.411 7.722 35.266 2.492
-3.262 0.866 11.037 11.641 24.629 0.775
-3.171 0.963 8.671 9.037 15.791 1.004
-3.496 0.886 6.675 6.388 23.501 1.474
-3.727 0.878 7.944 7.644 16.276 0.562
-3.106 0.891 8.531 9.162 28.489 1.724
-3.209 0.914 5.983 5.822 19.978 1.480
-3.241 0.896 6.369 5.335 33.290 3.297
-3.133 0.979 6.588 6.566 21.067 2.157
-3.095 0.991 7.009 7.643 16.028 1.456
-3.212 0.863 6.606 6.070 22.532 1.352
-3.148 0.932 6.618 5.850 21.859 2.388
-3.073 0.747 5.981 4.359 32.705 3.618
-3.077 0.797 6.391 4.782 17.242 1.296
-3.394 0.845 9.893 9.642 16.808 0.455
-3.255 0.794 8.942 8.469 22.301 0.499
-3.055 0.707 7.372 5.319 19.296 1.369
-3.236 0.966 9.713 10.120 20.245 1.156
-3.315 0.912 9.767 11.192 14.354 0.448
-3.323 0.939 11.003 10.015 24.374 1.704
-3.452 0.812 6.746 6.509 18.962 0.912
-3.294 0.955 8.742 8.750 18.079 1.144
-3.578 0.859 7.089 5.936 27.809 1.518
-3.501 0.888 7.211 6.207 26.112 1.761
-2.792 0.818 5.506 4.582 55.602 9.409
-2.944 1.007 10.008 10.354 18.046 1.485
