total mean
0.643093	0.271993	0.178083	0.406435	0.406435	0.488731	0.207666	0.087842	0.717644	0.771975	0.041169	0.729209	0.362262	0.089516	0.013404
mean of class
0.628882	0.246674	0.142240	0.423380	0.423380	0.541929	0.211851	0.041739	0.895963	0.886646	0.009829	0.701863	0.361256	0.098686	0.002148
0.657303	0.297312	0.213925	0.389490	0.389490	0.435533	0.203480	0.133945	0.539326	0.657303	0.072509	0.756554	0.363268	0.080346	0.024661
SW
29.794656	0.013476	1.315321	0.236250	0.236250	3.432933	1.104757	-0.954136	-1.334139	-1.402549	0.241190	-3.902610	-1.251917	-0.690533	0.214504
0.013476	18.535590	4.353622	-1.931935	-1.931935	4.102860	2.342127	5.545841	-3.207364	-1.094633	1.331254	0.919919	-0.853817	-0.719024	-0.041292
1.315321	4.353622	19.827347	-0.237356	-0.237356	3.596455	1.486065	4.338410	-2.547611	-2.396630	1.534989	-1.099093	0.184558	-1.579603	1.363909
0.236250	-1.931935	-0.237356	11.883221	11.883221	1.751600	1.136767	-0.434406	1.260640	3.094899	-0.506980	1.464535	0.740019	0.396943	1.032008
0.236250	-1.931935	-0.237356	11.883221	11.883221	1.751600	1.136767	-0.434406	1.260640	3.094899	-0.506980	1.464535	0.740019	0.396943	1.032008
3.432933	4.102860	3.596455	1.751600	1.751600	40.374658	8.309303	-0.813466	0.545775	3.380736	0.046952	-4.272909	-0.218830	-0.755134	1.374531
1.104757	2.342127	1.486065	1.136767	1.136767	8.309303	14.105937	0.467202	1.072275	-0.480146	0.217738	-0.821871	0.613472	-0.466547	1.358937
-0.954136	5.545841	4.338410	-0.434406	-0.434406	-0.813466	0.467202	7.887873	-1.701482	-1.078032	1.186553	2.120718	-0.187350	-0.473423	-0.019467
-1.334139	-3.207364	-2.547611	1.260640	1.260640	0.545775	1.072275	-1.701482	18.101830	4.050954	-0.812823	-2.181398	1.288561	-0.154395	0.764975
-1.402549	-1.094633	-2.396630	3.094899	3.094899	3.380736	-0.480146	-1.078032	4.050954	28.505836	-4.269058	1.592732	3.429043	0.456001	0.300659
0.241190	1.331254	1.534989	-0.506980	-0.506980	0.046952	0.217738	1.186553	-0.812823	-4.269058	2.789037	-0.261767	-0.594000	-0.357571	-0.008663
-3.902610	0.919919	-1.099093	1.464535	1.464535	-4.272909	-0.821871	2.120718	-2.181398	1.592732	-0.261767	36.054912	0.464173	1.931657	-0.142485
-1.251917	-0.853817	0.184558	0.740019	0.740019	-0.218830	0.613472	-0.187350	1.288561	3.429043	-0.594000	0.464173	5.621851	0.215732	1.116843
-0.690533	-0.719024	-1.579603	0.396943	0.396943	-0.755134	-0.466547	-0.473423	-0.154395	0.456001	-0.357571	1.931657	0.215732	4.539406	0.310638
0.214504	-0.041292	1.363909	1.032008	1.032008	1.374531	1.358937	-0.019467	0.764975	0.300659	-0.008663	-0.142485	1.116843	0.310638	2.605360
SB
0.000808	0.109938	0.172189	0.057309	0.057309	0.037384	0.180967	0.244963	0.008020	0.000808	0.309551	0.016300	0.070551	0.300891	0.365083
0.109938	0.002564	0.001072	0.020396	0.020396	0.035668	0.001866	0.012708	0.085645	0.168617	0.030333	0.259978	0.013594	0.027665	0.049290
0.172189	0.001072	0.005139	0.061132	0.061132	0.086020	0.003750	0.000069	0.157677	0.265290	0.004863	0.377382	0.048853	0.003831	0.013825
0.057309	0.020396	0.061132	0.001149	0.001149	0.000148	0.048356	0.083773	0.013443	0.054720	0.123111	0.111005	0.003613	0.117672	0.158977
0.057309	0.020396	0.061132	0.001149	0.001149	0.000148	0.048356	0.083773	0.013443	0.054720	0.123111	0.111005	0.003613	0.117672	0.158977
0.037384	0.035668	0.086020	0.000148	0.000148	0.011320	0.114548	0.166451	0.000007	0.013311	0.220355	0.046064	0.031920	0.213058	0.267566
0.180967	0.001866	0.003750	0.048356	0.048356	0.114548	0.000070	0.006069	0.107240	0.198428	0.019416	0.296701	0.022927	0.017294	0.035040
0.244963	0.012708	0.000069	0.083773	0.083773	0.166451	0.006069	0.008502	0.247593	0.378920	0.000947	0.510962	0.103381	0.001491	0.000292
0.008020	0.085645	0.157677	0.013443	0.013443	0.000007	0.107240	0.247593	0.127190	0.056958	0.678077	0.019435	0.283764	0.665230	0.759167
0.000808	0.168617	0.265290	0.054720	0.054720	0.013311	0.198428	0.378920	0.056958	0.052598	0.662820	0.016924	0.273925	0.650119	0.743019
0.309551	0.030333	0.004863	0.123111	0.123111	0.220355	0.019416	0.000947	0.678077	0.662820	0.003929	0.557599	0.124919	0.004973	0.000220
0.016300	0.259978	0.377382	0.111005	0.111005	0.046064	0.296701	0.510962	0.019435	0.016924	0.557599	0.002991	0.114647	0.386283	0.458603
0.070551	0.013594	0.048853	0.003613	0.003613	0.031920	0.022927	0.103381	0.283764	0.273925	0.124919	0.114647	0.000004	0.078910	0.113296
0.300891	0.027665	0.003831	0.117672	0.117672	0.213058	0.017294	0.001491	0.665230	0.650119	0.004973	0.386283	0.078910	0.000336	0.005480
0.365083	0.049290	0.013825	0.158977	0.158977	0.267566	0.035040	0.000292	0.759167	0.743019	0.000220	0.458603	0.113296	0.005480	0.000507

wegight[fold=2]
-0.001019	-0.001883	-0.003011	0.000302	-0.000302	0.002458	-0.000703	-0.007608	0.017566	0.002014	-0.014348	-0.001613	-0.000402	0.004647	-0.009202
[y from w and x]
0	0	0.009324
0	1	0.018709
0	2	0.016953
0	3	0.017953
0	4	0.016728
0	5	0.019232
0	6	0.018584
0	7	0.014939
0	8	0.018454
0	9	0.010543
0	10	0.009943
0	11	0.018908
0	12	0.004427
0	13	0.018621
0	14	0.016536
0	15	0.010291
0	16	0.008442
0	17	0.018805
0	18	0.019426
0	19	0.018841
0	20	0.018883
0	21	0.018144
0	22	0.018428
0	23	0.006263
0	24	0.017586
0	25	0.019233
0	26	0.018352
0	27	0.017013
0	28	0.019452
0	29	0.018484
0	30	0.018841
0	31	0.019384
0	32	0.020317
0	33	0.018584
0	34	0.008685
0	35	0.018484
0	36	0.017470
0	37	0.017939
0	38	0.019269
0	39	0.017488
0	40	0.017381
0	41	0.006476
0	42	0.018808
0	43	0.016612
0	44	0.018409
0	45	0.017275
0	46	0.017232
0	47	0.018477
0	48	0.018708
0	49	0.017165
0	50	0.010479
0	51	0.018898
0	52	0.020590
0	53	0.015219
0	54	0.017948
0	55	0.017131
0	56	0.017806
0	57	0.018585
0	58	0.016831
0	59	0.009488
0	60	0.019233
0	61	0.006692
0	62	0.019043
0	63	0.008685
0	64	0.017586
0	65	0.018927
0	66	0.019531
0	67	0.009123
0	68	0.015077
0	69	0.014102
0	70	0.016536
0	71	0.017795
0	72	0.008952
0	73	0.018370
0	74	0.018205
0	75	0.018083
0	76	0.017079
0	77	0.018454
0	78	0.018042
0	79	0.015979
0	80	0.019464
0	81	0.010335
0	82	0.019242
0	83	0.017996
0	84	0.017617
0	85	0.010872
0	86	0.017907
0	87	0.017497
0	88	0.017013
0	89	0.018205
0	90	0.008715
0	91	0.008406
0	92	0.019242
0	93	0.016891
0	94	0.015361
0	95	0.017938
0	96	0.010463
0	97	0.018999
0	98	0.019384
0	99	0.017795
0	100	0.007357
0	101	0.016252
0	102	0.018927
0	103	0.019489
0	104	0.015519
0	105	0.016189
0	106	0.018675
0	107	0.018388
0	108	0.019129
0	109	0.019071
0	110	0.009123
0	111	0.019136
0	112	0.018585
0	113	0.010760
0	114	0.020057
0	115	0.016953
0	116	0.008297
0	117	0.016831
0	118	0.015389
0	119	0.016699
0	120	0.016270
0	121	0.007257
0	122	0.020590
0	123	0.018192
0	124	0.008476
0	125	0.018352
0	126	0.016953
0	127	0.016139
0	128	0.017515
0	129	0.018578
0	130	0.018292
0	131	0.016139
0	132	0.019481
0	133	0.007572
0	134	0.010810
0	135	0.017938
0	136	0.016287
0	137	0.016891
0	138	0.015272
0	139	0.017275
0	140	0.010872
0	141	0.017938
0	142	0.019187
0	143	0.019452
0	144	0.010543
0	145	0.017810
0	146	0.019326
0	147	0.009324
0	148	0.009016
0	149	0.017235
0	150	0.016084
0	151	0.016386
0	152	0.002424
0	153	0.019238
0	154	0.010291
0	155	0.007343
0	156	0.019071
0	157	0.008025
0	158	0.016566
0	159	0.019029
0	160	0.007232
0	161	0.017049
0	162	0.017906
0	163	0.017490
0	164	0.016477
0	165	0.017049
0	166	0.015177
0	167	0.017653
0	168	0.017947
0	169	0.018077
0	170	0.017661
0	171	0.017617
0	172	0.012085
0	173	0.017490
0	174	0.016612
0	175	0.015674
0	176	0.006842
0	177	0.019464
0	178	0.020590
0	179	0.017414
0	180	0.015219
0	181	0.006967
0	182	0.017515
0	183	0.006692
0	184	0.019069
0	185	0.017802
0	186	0.006594
0	187	0.014939
0	188	0.016477
0	189	0.015008
0	190	0.008093
0	191	0.017414
0	192	0.017906
0	193	0.018077
0	194	0.019817
0	195	0.019594
0	196	0.019166
0	197	0.019855
0	198	0.016716
0	199	0.017118
0	200	0.017202
0	201	0.017515
0	202	0.008406
0	203	0.018709
0	204	0.018675
0	205	0.018675
0	206	0.010760
0	207	0.018727
0	208	0.018845
0	209	0.016285
0	210	0.015674
0	211	0.019817
0	212	0.014848
0	213	0.016728
0	214	0.018584
0	215	0.021695
0	216	0.006149
0	217	0.009001
0	218	0.017948
0	219	0.016037
0	220	0.014102
0	221	0.017235
0	222	0.019409
0	223	0.018965
0	224	0.017824
0	225	0.018655
0	226	0.017418
0	227	0.006476
0	228	0.009803
0	229	0.018895
0	230	0.018430
0	231	0.017938
0	232	0.017013
0	233	0.017921
0	234	0.009943
0	235	0.006779
0	236	0.018576
0	237	0.015822
0	238	0.010810
0	239	0.017996
0	240	0.017962
0	241	0.006149
0	242	0.007403
0	243	0.016227
0	244	0.019665
0	245	0.019029
0	246	0.020317
0	247	0.017414
0	248	0.018585
0	249	0.019166
0	250	0.016699
0	251	0.018083
0	252	0.019208
0	253	0.010760
0	254	0.017938
0	255	0.017202
0	256	0.019108
0	257	0.016920
0	258	0.003754
0	259	0.017488
0	260	0.018681
0	261	0.018436
0	262	0.006695
0	263	0.017802
0	264	0.017447
0	265	0.018218
0	266	0.018808
0	267	0.008952
0	268	0.017381
0	269	0.018836
0	270	0.019216
0	271	0.007357
0	272	0.017078
0	273	0.015008
0	274	0.016477
0	275	0.018927
0	276	0.019489
0	277	0.019384
0	278	0.007343
0	279	0.017233
0	280	0.018063
0	281	0.016583
0	282	0.014841
0	283	0.019273
0	284	0.012698
0	285	0.016994
0	286	0.018352
0	287	0.018484
0	288	0.015389
0	289	0.006804
0	290	0.019187
0	291	0.006005
0	292	0.019296
0	293	0.017737
0	294	0.017233
0	295	0.010543
0	296	0.016583
